;"(deg C) Mean Temperature (ERA5 LAND DAILY) at 29.9860E,40.1448N, 1994-01-01 to 2023-01-01"
"1996-12-05";7,2326
"1996-12-06";7,2904
"1996-12-07";6,779
"1996-12-08";6,3671
"1996-12-09";6,0185
"1996-12-10";4,619
"1996-12-11";5,299
"1996-12-12";5,448
"1996-12-13";5,1252
"1996-12-14";4,1011
"1996-12-15";6,9388
"1996-12-16";6,2811
"1996-12-17";3,9807
"1996-12-18";4,1497
"1996-12-19";6,5072
"1996-12-20";6,1045
"1996-12-21";7,546
"1996-12-22";6,7601
"1996-12-23";6,8641
"1996-12-24";12,947
"1996-12-25";10,8871
"1996-12-26";7,5709
"1996-12-27";-0,3242
"1996-12-28";-1,1063
"1996-12-29";-1,4746
"1996-12-30";-0,1717
"1996-12-31";4,6178
"1997-01-01";5,519
"1997-01-02";4,0892
"1997-01-03";3,8971
"1997-01-04";4,5577
"1997-01-05";7,0183
"1997-01-06";6,1933
"1997-01-07";5,4377
"1997-01-08";7,3885
"1997-01-09";3,8025
"1997-01-10";4,9065
"1997-01-11";5,5529
"1997-01-12";6,0927
"1997-01-13";5,2328
"1997-01-14";2,313
"1997-01-15";0,9339
"1997-01-16";1,2486
"1997-01-17";2,1355
"1997-01-18";1,8359
"1997-01-19";1,7875
"1997-01-20";2,2154
"1997-01-21";2,678
"1997-01-22";0,6905
"1997-01-23";0,2769
"1997-01-24";1,5125
"1997-01-25";2,3621
"1997-01-26";-2,2171
"1997-01-27";-3,3524
"1997-01-28";-1,4599
"1997-01-29";-1,4156
"1997-01-30";-2,5111
"1997-01-31";-1,8157
"1997-02-01";-0,6433
"1997-02-02";-3,5119
"1997-02-03";-7,7605
"1997-02-04";-7,6389
"1997-02-05";-9,4715
"1997-02-06";-6,2041
"1997-02-07";-0,7444
"1997-02-08";-0,3301
"1997-02-09";-1,8778
"1997-02-10";-0,5294
"1997-02-11";-0,3697
"1997-02-12";1,4638
"1997-02-13";3,0519
"1997-02-14";6,0143
"1997-02-15";6,5118
"1997-02-16";7,2323
"1997-02-17";3,6574
"1997-02-18";-0,3119
"1997-02-19";1,5263
"1997-02-20";0,7647
"1997-02-21";-1,3374
"1997-02-22";-1,073
"1997-02-23";-0,1524
"1997-02-24";-0,9527
"1997-02-25";-0,9652
"1997-02-26";0,9937
"1997-02-27";4,9177
"1997-02-28";3,9208
"1997-03-01";1,4836
"1997-03-02";1,5195
"1997-03-03";2,3124
"1997-03-04";4,0798
"1997-03-05";2,5286
"1997-03-06";0,4123
"1997-03-07";0,2408
"1997-03-08";2,0687
"1997-03-09";2,5946
"1997-03-10";0,9995
"1997-03-11";3,3696
"1997-03-12";2,663
"1997-03-13";4,0275
"1997-03-14";4,239
"1997-03-15";4,2763
"1997-03-16";4,8716
"1997-03-17";4,5282
"1997-03-18";-0,6906
"1997-03-19";-0,8135
"1997-03-20";7,6727
"1997-03-21";2,8955
"1997-03-22";-2,1528
"1997-03-23";-4,032
"1997-03-24";-5,9173
"1997-03-25";-2,8773
"1997-03-26";0,9618
"1997-03-27";-0,7622
"1997-03-28";1,1869
"1997-03-29";4,3163
"1997-03-30";9,0419
"1997-03-31";6,9723
"1997-04-01";8,2754
"1997-04-02";7,505
"1997-04-03";5,008
"1997-04-04";6,4928
"1997-04-05";5,6027
"1997-04-06";-0,855
"1997-04-07";-0,3823
"1997-04-08";-0,7065
"1997-04-09";-2,1086
"1997-04-10";-3,054
"1997-04-11";-2,1478
"1997-04-12";3,0976
"1997-04-13";6,2896
"1997-04-14";3,3195
"1997-04-15";4,2282
"1997-04-16";6,0372
"1997-04-17";6,0584
"1997-04-18";4,1507
"1997-04-19";7,7781
"1997-04-20";9,8883
"1997-04-21";13,201
"1997-04-22";16,0084
"1997-04-23";15,7627
"1997-04-24";8,2911
"1997-04-25";5,9018
"1997-04-26";6,5592
"1997-04-27";6,8636
"1997-04-28";7,3287
"1997-04-29";10,85
"1997-04-30";10,7813
"1997-05-01";9,3304
"1997-05-02";7,9453
"1997-05-03";9,0106
"1997-05-04";11,9198
"1997-05-05";14,7124
"1997-05-06";16,4456
"1997-05-07";16,8257
"1997-05-08";18,9006
"1997-05-09";20,2852
"1997-05-10";18,1401
"1997-05-11";16,4493
"1997-05-12";16,7457
"1997-05-13";17,9767
"1997-05-14";18,8694
"1997-05-15";19,5451
"1997-05-16";19,7005
"1997-05-17";18,4799
"1997-05-18";17,4816
"1997-05-19";18,005
"1997-05-20";17,9394
"1997-05-21";19,2846
"1997-05-22";20,8484
"1997-05-23";18,7974
"1997-05-24";14,3081
"1997-05-25";14,7161
"1997-05-26";14,968
"1997-05-27";11,5248
"1997-05-28";13,6438
"1997-05-29";15,2395
"1997-05-30";10,8546
"1997-05-31";10,5268
"1997-06-01";10,9909
"1997-06-02";14,8371
"1997-06-03";17,3637
"1997-06-04";15,4718
"1997-06-05";15,9392
"1997-06-06";17,3476
"1997-06-07";16,9491
"1997-06-08";14,0867
"1997-06-09";14,5425
"1997-06-10";15,5102
"1997-06-11";15,7407
"1997-06-12";15,2676
"1997-06-13";16,9716
"1997-06-14";18,8681
"1997-06-15";20,2388
"1997-06-16";18,6681
"1997-06-17";18,5139
"1997-06-18";19,8943
"1997-06-19";22,605
"1997-06-20";24,5668
"1997-06-21";22,4376
"1997-06-22";20,8649
"1997-06-23";20,8723
"1997-06-24";22,1649
"1997-06-25";20,7489
"1997-06-26";18,9799
"1997-06-27";19,5862
"1997-06-28";19,6149
"1997-06-29";19,4383
"1997-06-30";20,189
"1997-07-01";21,4132
"1997-07-02";20,4724
"1997-07-03";20,7565
"1997-07-04";21,6044
"1997-07-05";23,9225
"1997-07-06";24,5977
"1997-07-07";24,7649
"1997-07-08";20,4339
"1997-07-09";19,8774
"1997-07-10";19,8051
"1997-07-11";20,0329
"1997-07-12";21,0246
"1997-07-13";18,8482
"1997-07-14";17,7865
"1997-07-15";17,5153
"1997-07-16";16,0681
"1997-07-17";16,6538
"1997-07-18";18,9391
"1997-07-19";23,4874
"1997-07-20";22,4548
"1997-07-21";22,0964
"1997-07-22";21,1331
"1997-07-23";17,8361
"1997-07-24";17,8746
"1997-07-25";20,291
"1997-07-26";22,9967
"1997-07-27";18,1155
"1997-07-28";17,7087
"1997-07-29";18,6734
"1997-07-30";19,3076
"1997-07-31";20,0181
"1997-08-01";20,9979
"1997-08-02";22,6701
"1997-08-03";19,8057
"1997-08-04";17,9807
"1997-08-05";19,3503
"1997-08-06";19,1518
"1997-08-07";19,4368
"1997-08-08";19,4599
"1997-08-09";19,8454
"1997-08-10";18,414
"1997-08-11";16,7048
"1997-08-12";15,3615
"1997-08-13";15,7032
"1997-08-14";16,207
"1997-08-15";18,6789
"1997-08-16";18,7851
"1997-08-17";18,4887
"1997-08-18";16,5974
"1997-08-19";17,1182
"1997-08-20";16,8754
"1997-08-21";16,1028
"1997-08-22";16,1139
"1997-08-23";16,4448
"1997-08-24";15,7931
"1997-08-25";15,0999
"1997-08-26";16,0602
"1997-08-27";17,9989
"1997-08-28";20,4388
"1997-08-29";21,6251
"1997-08-30";20,1615
"1997-08-31";15,9686
"1997-09-01";15,9596
"1997-09-02";16,5071
"1997-09-03";15,6356
"1997-09-04";14,8473
"1997-09-05";14,8521
"1997-09-06";14,636
"1997-09-07";14,4918
"1997-09-08";16,0621
"1997-09-09";16,7162
"1997-09-10";18,7484
"1997-09-11";14,7839
"1997-09-12";13,2266
"1997-09-13";15,6237
"1997-09-14";17,8522
"1997-09-15";16,5052
"1997-09-16";14,1234
"1997-09-17";15,4494
"1997-09-18";16,3346
"1997-09-19";15,975
"1997-09-20";14,4821
"1997-09-21";11,8445
"1997-09-22";10,992
"1997-09-23";12,0201
"1997-09-24";13,564
"1997-09-25";12,5553
"1997-09-26";10,5177
"1997-09-27";10,4549
"1997-09-28";11,6686
"1997-09-29";11,9165
"1997-09-30";11,0542
"1997-10-01";12,4382
"1997-10-02";12,9716
"1997-10-03";16,4581
"1997-10-04";10,8339
"1997-10-05";10,6091
"1997-10-06";11,2336
"1997-10-07";14,0083
"1997-10-08";15,1846
"1997-10-09";15,8524
"1997-10-10";15,7645
"1997-10-11";15,2653
"1997-10-12";15,729
"1997-10-13";19,0848
"1997-10-14";18,4046
"1997-10-15";19,0842
"1997-10-16";12,5351
"1997-10-17";9,6518
"1997-10-18";7,9668
"1997-10-19";8,429
"1997-10-20";8,9283
"1997-10-21";9,4806
"1997-10-22";10,3006
"1997-10-23";11,9684
"1997-10-24";13,5291
"1997-10-25";10,7185
"1997-10-26";5,4945
"1997-10-27";5,797
"1997-10-28";7,0426
"1997-10-29";6,7017
"1997-10-30";4,5306
"1997-10-31";5,1455
"1997-11-01";5,8137
"1997-11-02";7,2799
"1997-11-03";7,7038
"1997-11-04";5,9622
"1997-11-05";3,6097
"1997-11-06";3,7151
"1997-11-07";5,8896
"1997-11-08";7,5826
"1997-11-09";7,6051
"1997-11-10";7,3006
"1997-11-11";7,5091
"1997-11-12";7,8609
"1997-11-13";8,6334
"1997-11-14";10,1776
"1997-11-15";10,8719
"1997-11-16";10,2814
"1997-11-17";7,5469
"1997-11-18";7,0905
"1997-11-19";6,2908
"1997-11-20";6,0911
"1997-11-21";9,6731
"1997-11-22";7,9073
"1997-11-23";8,3416
"1997-11-24";7,1985
"1997-11-25";7,6215
"1997-11-26";7,6072
"1997-11-27";7,6067
"1997-11-28";8,2195
"1997-11-29";8,7065
"1997-11-30";7,1018
"1997-12-01";7,6292
"1997-12-02";9,4544
"1997-12-03";8,7277
"1997-12-04";8,9567
"1997-12-05";5,7078
"1997-12-06";5,6443
"1997-12-07";5,7892
"1997-12-08";4,534
"1997-12-09";1,9591
"1997-12-10";0,8859
"1997-12-11";0,5331
"1997-12-12";1,1634
"1997-12-13";4,3741
"1997-12-14";6,2848
"1997-12-15";6,2109
"1997-12-16";1,7939
"1997-12-17";-2,4345
"1997-12-18";-4,5927
"1997-12-19";-3,4837
"1997-12-20";-1,456
"1997-12-21";3,537
"1997-12-22";4,7393
"1997-12-23";3,4551
"1997-12-24";3,5408
"1997-12-25";2,9493
"1997-12-26";1,7362
"1997-12-27";2,4206
"1997-12-28";5,1039
"1997-12-29";5,1048
"1997-12-30";1,0706
"1997-12-31";0,5069
"1998-01-01";0,6838
"1998-01-02";0,4618
"1998-01-03";1,2549
"1998-01-04";1,6977
"1998-01-05";2,2771
"1998-01-06";3,0495
"1998-01-07";2,6586
"1998-01-08";0,1295
"1998-01-09";1,8166
"1998-01-10";0,7299
"1998-01-11";-2,3538
"1998-01-12";-1,3082
"1998-01-13";1,3406
"1998-01-14";3,591
"1998-01-15";3,2096
"1998-01-16";3,5839
"1998-01-17";4,3247
"1998-01-18";3,265
"1998-01-19";4,6093
"1998-01-20";5,1394
"1998-01-21";8,5679
"1998-01-22";8,8547
"1998-01-23";4,873
"1998-01-24";2,6712
"1998-01-25";0,335
"1998-01-26";-0,9647
"1998-01-27";0,3113
"1998-01-28";-0,6418
"1998-01-29";-0,3403
"1998-01-30";-3,129
"1998-01-31";-3,3711
"1998-02-01";-0,1979
"1998-02-02";2,7554
"1998-02-03";5,513
"1998-02-04";7,504
"1998-02-05";8,1001
"1998-02-06";2,6447
"1998-02-07";0,2897
"1998-02-08";-0,5043
"1998-02-09";0,5359
"1998-02-10";-0,7523
"1998-02-11";0,745
"1998-02-12";2,581
"1998-02-13";5,8746
"1998-02-14";3,0234
"1998-02-15";2,2359
"1998-02-16";4,9079
"1998-02-17";6,2278
"1998-02-18";0,7979
"1998-02-19";-0,2517
"1998-02-20";2,2824
"1998-02-21";4,8584
"1998-02-22";6,0477
"1998-02-23";7,3228
"1998-02-24";7,4668
"1998-02-25";6,29
"1998-02-26";2,2795
"1998-02-27";1,7955
"1998-02-28";4,0118
"1998-03-01";4,5573
"1998-03-02";3,9639
"1998-03-03";4,3054
"1998-03-04";4,8535
"1998-03-05";6,5026
"1998-03-06";5,4758
"1998-03-07";3,2046
"1998-03-08";5,6474
"1998-03-09";8,1555
"1998-03-10";10,5548
"1998-03-11";8,9312
"1998-03-12";0,1302
"1998-03-13";2,3511
"1998-03-14";3,3049
"1998-03-15";3,2125
"1998-03-16";-0,618
"1998-03-17";-1,6416
"1998-03-18";-1,6222
"1998-03-19";-0,4006
"1998-03-20";1,1359
"1998-03-21";1,2421
"1998-03-22";0,8463
"1998-03-23";-1,5519
"1998-03-24";-2,2883
"1998-03-25";0,6526
"1998-03-26";1,0417
"1998-03-27";5,0236
"1998-03-28";3,248
"1998-03-29";1,3894
"1998-03-30";1,8897
"1998-03-31";3,9601
"1998-04-01";6,4069
"1998-04-02";7,0005
"1998-04-03";8,0682
"1998-04-04";9,1831
"1998-04-05";11,6179
"1998-04-06";12,972
"1998-04-07";13,8087
"1998-04-08";14,8178
"1998-04-09";17,5259
"1998-04-10";18,9781
"1998-04-11";20,1029
"1998-04-12";20,028
"1998-04-13";18,1949
"1998-04-14";15,7921
"1998-04-15";13,1688
"1998-04-16";13,536
"1998-04-17";13,6497
"1998-04-18";14,5956
"1998-04-19";12,2999
"1998-04-20";9,3059
"1998-04-21";7,3915
"1998-04-22";6,8448
"1998-04-23";6,7414
"1998-04-24";8,015
"1998-04-25";8,9615
"1998-04-26";7,3719
"1998-04-27";8,5869
"1998-04-28";10,9309
"1998-04-29";11,6201
"1998-04-30";12,4793
"1998-05-01";13,3556
"1998-05-02";15,4416
"1998-05-03";17,2006
"1998-05-04";19,8305
"1998-05-05";18,739
"1998-05-06";14,5543
"1998-05-07";13,3436
"1998-05-08";11,7464
"1998-05-09";13,3327
"1998-05-10";16,1851
"1998-05-11";13,9932
"1998-05-12";10,8757
"1998-05-13";9,5461
"1998-05-14";9,9179
"1998-05-15";11,2091
"1998-05-16";13,0183
"1998-05-17";13,9871
"1998-05-18";13,2746
"1998-05-19";12,6497
"1998-05-20";10,8277
"1998-05-21";12,7113
"1998-05-22";13,797
"1998-05-23";13,3506
"1998-05-24";14,234
"1998-05-25";15,9356
"1998-05-26";18,0468
"1998-05-27";17,3883
"1998-05-28";15,3679
"1998-05-29";16,7281
"1998-05-30";15,1894
"1998-05-31";15,5084
"1998-06-01";16,2148
"1998-06-02";16,3122
"1998-06-03";16,3211
"1998-06-04";15,4893
"1998-06-05";16,0018
"1998-06-06";16,4147
"1998-06-07";16,6626
"1998-06-08";16,5549
"1998-06-09";16,4907
"1998-06-10";18,6875
"1998-06-11";18,9964
"1998-06-12";20,3836
"1998-06-13";23,3109
"1998-06-14";19,5979
"1998-06-15";18,44
"1998-06-16";19,7514
"1998-06-17";20,4835
"1998-06-18";20,3595
"1998-06-19";16,6199
"1998-06-20";14,5798
"1998-06-21";13,287
"1998-06-22";14,311
"1998-06-23";18,0626
"1998-06-24";20,8219
"1998-06-25";21,1046
"1998-06-26";18,9201
"1998-06-27";17,8212
"1998-06-28";18,602
"1998-06-29";19,6991
"1998-06-30";19,4286
"1998-07-01";20,7714
"1998-07-02";22,3137
"1998-07-03";22,732
"1998-07-04";23,5644
"1998-07-05";16,4387
"1998-07-06";16,4632
"1998-07-07";17,3892
"1998-07-08";21,5662
"1998-07-09";19,7507
"1998-07-10";15,2933
"1998-07-11";16,5205
"1998-07-12";19,4468
"1998-07-13";21,2822
"1998-07-14";23,0239
"1998-07-15";24,5012
"1998-07-16";24,2693
"1998-07-17";18,5563
"1998-07-18";19,2032
"1998-07-19";19,9209
"1998-07-20";20,5956
"1998-07-21";20,2616
"1998-07-22";21,4479
"1998-07-23";23,0069
"1998-07-24";23,7732
"1998-07-25";22,4374
"1998-07-26";23,2305
"1998-07-27";23,8577
"1998-07-28";24,0576
"1998-07-29";24,8364
"1998-07-30";23,4449
"1998-07-31";23,5622
"1998-08-01";24,1921
"1998-08-02";25,339
"1998-08-03";25,4355
"1998-08-04";25,4905
"1998-08-05";24,9845
"1998-08-06";24,6399
"1998-08-07";23,1926
"1998-08-08";22,5193
"1998-08-09";22,3301
"1998-08-10";21,3766
"1998-08-11";20,6841
"1998-08-12";19,5031
"1998-08-13";19,8144
"1998-08-14";22,1511
"1998-08-15";20,6222
"1998-08-16";20,7261
"1998-08-17";18,9196
"1998-08-18";19,5021
"1998-08-19";20,7217
"1998-08-20";21,2894
"1998-08-21";22,7923
"1998-08-22";22,2488
"1998-08-23";24,1933
"1998-08-24";24,3755
"1998-08-25";24,9545
"1998-08-26";22,056
"1998-08-27";21,8561
"1998-08-28";22,1695
"1998-08-29";24,8061
"1998-08-30";20,5669
"1998-08-31";18,4312
"1998-09-01";17,7733
"1998-09-02";16,3613
"1998-09-03";16,1456
"1998-09-04";17,5204
"1998-09-05";16,9121
"1998-09-06";18,1327
"1998-09-07";19,2727
"1998-09-08";18,0731
"1998-09-09";18,7553
"1998-09-10";19,4715
"1998-09-11";20,3448
"1998-09-12";20,4399
"1998-09-13";23,4931
"1998-09-14";24,5275
"1998-09-15";22,8457
"1998-09-16";15,7937
"1998-09-17";16,5319
"1998-09-18";18,5963
"1998-09-19";18,3821
"1998-09-20";16,0912
"1998-09-21";15,3076
"1998-09-22";13,8294
"1998-09-23";12,9899
"1998-09-24";13,3393
"1998-09-25";14,5852
"1998-09-26";16,1237
"1998-09-27";16,6225
"1998-09-28";17,9871
"1998-09-29";18,2173
"1998-09-30";14,862
"1998-10-01";15,156
"1998-10-02";16,3345
"1998-10-03";18,0433
"1998-10-04";18,0581
"1998-10-05";15,8415
"1998-10-06";15,8548
"1998-10-07";15,3803
"1998-10-08";14,7542
"1998-10-09";15,6737
"1998-10-10";16,9198
"1998-10-11";18,3187
"1998-10-12";17,9298
"1998-10-13";16,7996
"1998-10-14";17,6392
"1998-10-15";14,5884
"1998-10-16";10,283
"1998-10-17";11,4537
"1998-10-18";12,479
"1998-10-19";13,2247
"1998-10-20";13,9836
"1998-10-21";12,7815
"1998-10-22";11,3607
"1998-10-23";11,1112
"1998-10-24";13,6673
"1998-10-25";13,2195
"1998-10-26";13,6049
"1998-10-27";13,3283
"1998-10-28";7,0167
"1998-10-29";8,4135
"1998-10-30";11,1588
"1998-10-31";11,2296
"1998-11-01";10,5356
"1998-11-02";11,4644
"1998-11-03";11,4835
"1998-11-04";11,7735
"1998-11-05";11,9802
"1998-11-06";12,1623
"1998-11-07";12,6616
"1998-11-08";8,2163
"1998-11-09";6,0625
"1998-11-10";5,346
"1998-11-11";5,5096
"1998-11-12";8,4841
"1998-11-13";10,3765
"1998-11-14";8,1209
"1998-11-15";8,224
"1998-11-16";6,9301
"1998-11-17";5,9625
"1998-11-18";3,8825
"1998-11-19";2,0053
"1998-11-20";5,9347
"1998-11-21";10,7226
"1998-11-22";9,2131
"1998-11-23";10,1086
"1998-11-24";7,9221
"1998-11-25";7,4301
"1998-11-26";8,091
"1998-11-27";8,2145
"1998-11-28";9,0986
"1998-11-29";6,7925
"1998-11-30";5,9712
"1998-12-01";4,8656
"1998-12-02";3,7698
"1998-12-03";2,0247
"1998-12-04";5,3916
"1998-12-05";10,9372
"1998-12-06";9,0953
"1998-12-07";6,3913
"1998-12-08";6,2025
"1998-12-09";2,0852
"1998-12-10";-3,136
"1998-12-11";-1,8687
"1998-12-12";3,8472
"1998-12-13";4,8602
"1998-12-14";3,8861
"1998-12-15";3,7078
"1998-12-16";4,5762
"1998-12-17";2,7317
"1998-12-18";2,3721
"1998-12-19";5,6713
"1998-12-20";4,41
"1998-12-21";4,0348
"1998-12-22";5,4544
"1998-12-23";3,4919
"1998-12-24";0,8263
"1998-12-25";-0,5662
"1998-12-26";-0,1892
"1998-12-27";-0,6445
"1998-12-28";-1,651
"1998-12-29";0,7723
"1998-12-30";1,938
"1998-12-31";1,9997
"1999-01-01";2,5021
"1999-01-02";3,2211
"1999-01-03";2,9349
"1999-01-04";3,8076
"1999-01-05";3,8157
"1999-01-06";2,5808
"1999-01-07";2,6352
"1999-01-08";2,8117
"1999-01-09";4,9679
"1999-01-10";8,3784
"1999-01-11";8,4822
"1999-01-12";7,1688
"1999-01-13";6,7898
"1999-01-14";4,9725
"1999-01-15";4,9841
"1999-01-16";1,8553
"1999-01-17";1,6756
"1999-01-18";0,2134
"1999-01-19";0,9054
"1999-01-20";1,1407
"1999-01-21";2,3078
"1999-01-22";2,4742
"1999-01-23";2,1056
"1999-01-24";1,2508
"1999-01-25";0,6888
"1999-01-26";0,7351
"1999-01-27";2,5111
"1999-01-28";5,5691
"1999-01-29";6,9344
"1999-01-30";5,5918
"1999-01-31";2,0872
"1999-02-01";5,6395
"1999-02-02";2,9486
"1999-02-03";-0,2678
"1999-02-04";0,3549
"1999-02-05";0,1738
"1999-02-06";2,2278
"1999-02-07";1,6112
"1999-02-08";1,7262
"1999-02-09";2,1064
"1999-02-10";3,4395
"1999-02-11";6,3893
"1999-02-12";6,1234
"1999-02-13";4,4919
"1999-02-14";4,3671
"1999-02-15";3,3855
"1999-02-16";2,4195
"1999-02-17";3,0144
"1999-02-18";4,0752
"1999-02-19";-2,1011
"1999-02-20";-3,7429
"1999-02-21";1,2289
"1999-02-22";6,5079
"1999-02-23";10,6923
"1999-02-24";-0,565
"1999-02-25";-3,7602
"1999-02-26";1,9149
"1999-02-27";3,9097
"1999-02-28";4,3348
"1999-03-01";8,1687
"1999-03-02";7,1774
"1999-03-03";6,6869
"1999-03-04";7,5658
"1999-03-05";9,3387
"1999-03-06";9,105
"1999-03-07";9,1551
"1999-03-08";9,5743
"1999-03-09";4,5863
"1999-03-10";4,4517
"1999-03-11";5,9118
"1999-03-12";7,1479
"1999-03-13";7,5055
"1999-03-14";4,6016
"1999-03-15";0,4199
"1999-03-16";1,9978
"1999-03-17";2,7838
"1999-03-18";8,1958
"1999-03-19";8,5739
"1999-03-20";3,9675
"1999-03-21";1,8222
"1999-03-22";2,8864
"1999-03-23";4,135
"1999-03-24";6,0062
"1999-03-25";5,4929
"1999-03-26";4,249
"1999-03-27";7,2272
"1999-03-28";7,8656
"1999-03-29";9,1178
"1999-03-30";8,6954
"1999-03-31";7,6757
"1999-04-01";6,8937
"1999-04-02";7,5094
"1999-04-03";7,9674
"1999-04-04";7,6455
"1999-04-05";7,4683
"1999-04-06";6,6884
"1999-04-07";8,082
"1999-04-08";9,781
"1999-04-09";11,9098
"1999-04-10";13,2292
"1999-04-11";12,5196
"1999-04-12";9,2978
"1999-04-13";9,9298
"1999-04-14";9,4696
"1999-04-15";10,3203
"1999-04-16";12,9122
"1999-04-17";15,6692
"1999-04-18";16,4524
"1999-04-19";11,7608
"1999-04-20";10,8509
"1999-04-21";8,6367
"1999-04-22";9,3456
"1999-04-23";12,1035
"1999-04-24";14,397
"1999-04-25";15,8183
"1999-04-26";14,6612
"1999-04-27";12,1584
"1999-04-28";12,0589
"1999-04-29";12,757
"1999-04-30";15,942
"1999-05-01";18,1984
"1999-05-02";19,6572
"1999-05-03";17,7797
"1999-05-04";17,1672
"1999-05-05";18,9883
"1999-05-06";10,1313
"1999-05-07";6,675
"1999-05-08";9,2978
"1999-05-09";11,1159
"1999-05-10";13,0833
"1999-05-11";14,6988
"1999-05-12";16,1478
"1999-05-13";16,5585
"1999-05-14";17,4388
"1999-05-15";20,5447
"1999-05-16";18,7568
"1999-05-17";13,518
"1999-05-18";13,953
"1999-05-19";11,2012
"1999-05-20";13,8039
"1999-05-21";19,0784
"1999-05-22";21,1271
"1999-05-23";19,5444
"1999-05-24";16,4241
"1999-05-25";12,9925
"1999-05-26";13,8208
"1999-05-27";15,0045
"1999-05-28";17,0333
"1999-05-29";15,4749
"1999-05-30";15,2474
"1999-05-31";16,2305
"1999-06-01";18,4777
"1999-06-02";15,0681
"1999-06-03";15,3332
"1999-06-04";17,7866
"1999-06-05";18,1281
"1999-06-06";17,1077
"1999-06-07";16,2037
"1999-06-08";16,0935
"1999-06-09";16,3334
"1999-06-10";16,2
"1999-06-11";17,4397
"1999-06-12";18,1586
"1999-06-13";18,259
"1999-06-14";18,1697
"1999-06-15";19,6007
"1999-06-16";20,1489
"1999-06-17";20,7541
"1999-06-18";22,0667
"1999-06-19";20,1908
"1999-06-20";18,6336
"1999-06-21";20,8967
"1999-06-22";23,5619
"1999-06-23";18,8183
"1999-06-24";15,179
"1999-06-25";15,5891
"1999-06-26";15,7046
"1999-06-27";17,3787
"1999-06-28";19,69
"1999-06-29";20,0717
"1999-06-30";20,0988
"1999-07-01";19,9859
"1999-07-02";19,5467
"1999-07-03";20,0178
"1999-07-04";20,9096
"1999-07-05";21,1241
"1999-07-06";20,928
"1999-07-07";20,5441
"1999-07-08";22,0046
"1999-07-09";23,2315
"1999-07-10";25,3803
"1999-07-11";25,4149
"1999-07-12";24,1811
"1999-07-13";20,9452
"1999-07-14";19,9536
"1999-07-15";20,9647
"1999-07-16";19,6555
"1999-07-17";19,3278
"1999-07-18";19,3873
"1999-07-19";19,4208
"1999-07-20";19,4751
"1999-07-21";20,3808
"1999-07-22";21,7091
"1999-07-23";22,8204
"1999-07-24";23,3614
"1999-07-25";25,3859
"1999-07-26";25,3862
"1999-07-27";24,8018
"1999-07-28";21,6842
"1999-07-29";22,3317
"1999-07-30";22,8298
"1999-07-31";21,5959
"1999-08-01";21,3107
"1999-08-02";22,0379
"1999-08-03";21,4638
"1999-08-04";21,0489
"1999-08-05";20,5593
"1999-08-06";20,5866
"1999-08-07";22,0417
"1999-08-08";23,1929
"1999-08-09";23,3364
"1999-08-10";23,1697
"1999-08-11";24,2922
"1999-08-12";25,9715
"1999-08-13";27,6268
"1999-08-14";24,6452
"1999-08-15";22,2814
"1999-08-16";22,3489
"1999-08-17";24,5237
"1999-08-18";26,3886
"1999-08-19";27,3615
"1999-08-20";26,1697
"1999-08-21";25,8941
"1999-08-22";25,0527
"1999-08-23";20,1919
"1999-08-24";18,5105
"1999-08-25";16,0932
"1999-08-26";16,4299
"1999-08-27";14,75
"1999-08-28";14,8046
"1999-08-29";17,1866
"1999-08-30";18,9784
"1999-08-31";20,3802
"1999-09-01";19,4743
"1999-09-02";18,2729
"1999-09-03";19,0054
"1999-09-04";18,3178
"1999-09-05";17,0783
"1999-09-06";15,6862
"1999-09-07";14,4616
"1999-09-08";15,965
"1999-09-09";17,2987
"1999-09-10";17,0334
"1999-09-11";17,4522
"1999-09-12";17,1517
"1999-09-13";16,5638
"1999-09-14";15,0067
"1999-09-15";16,0603
"1999-09-16";17,1145
"1999-09-17";17,1927
"1999-09-18";17,9697
"1999-09-19";18,2503
"1999-09-20";18,0593
"1999-09-21";16,4396
"1999-09-22";18,2635
"1999-09-23";17,5132
"1999-09-24";16,5323
"1999-09-25";16,4956
"1999-09-26";18,3221
"1999-09-27";20,036
"1999-09-28";20,8705
"1999-09-29";21,1212
"1999-09-30";20,6657
"1999-10-01";21,7295
"1999-10-02";20,553
"1999-10-03";19,6796
"1999-10-04";19,7001
"1999-10-05";19,659
"1999-10-06";18,6036
"1999-10-07";18,1393
"1999-10-08";13,9789
"1999-10-09";10,9373
"1999-10-10";11,2522
"1999-10-11";10,2446
"1999-10-12";10,7031
"1999-10-13";13,0293
"1999-10-14";13,9053
"1999-10-15";11,7238
"1999-10-16";11,3142
"1999-10-17";10,2439
"1999-10-18";9,3427
"1999-10-19";10,928
"1999-10-20";14,1118
"1999-10-21";13,0557
"1999-10-22";12,932
"1999-10-23";13,1998
"1999-10-24";12,1755
"1999-10-25";12,3907
"1999-10-26";11,8613
"1999-10-27";14,5164
"1999-10-28";10,835
"1999-10-29";9,5215
"1999-10-30";8,8693
"1999-10-31";8,2381
"1999-11-01";8,16
"1999-11-02";8,8443
"1999-11-03";10,291
"1999-11-04";9,2594
"1999-11-05";9,7162
"1999-11-06";9,2417
"1999-11-07";8,6312
"1999-11-08";9,3501
"1999-11-09";9,4523
"1999-11-10";5,1949
"1999-11-11";6,2971
"1999-11-12";4,5266
"1999-11-13";4,742
